ticker,action_id,deal_type,announcement_date,deal_status,currency,announced_total_value,payment_type
CMCSA,198809890.0,INV,2019-08-07,Completed,GBP,0.0,Undisclosed
CMCSA,197664700.0,INV,2019-07-22,Completed,USD,50000000.0,Cash
CMCSA,191687410.0,INV,2019-05-14,Pending,USD,0.0,Undisclosed
CMCSA,192714940.0,INV,2019-05-09,Completed,CAD,0.0,Undisclosed
CMCSA,192165340.0,M&A,2019-05-01,Completed,USD,0.0,Undisclosed
CMCSA,188669810.0,M&A,2019-03-07,Completed,USD,0.0,Cash
CMCSA,188409310.0,M&A,2019-03-04,Completed,USD,0.0,Undisclosed
CMCSA,187810980.0,JV,2019-02-25,Completed,USD,0.0,Undisclosed
CMCSA,181252130.0,INV,2018-11-13,Completed,USD,23000000.0,Cash
CMCSA,178661970.0,INV,2018-09-30,Withdrawn,USD,0.0,Undisclosed
CMCSA,175412050.0,INV,2018-08-03,Completed,USD,550000000.0,Cash
CMCSA,174700770.0,M&A,2018-07-27,Pending,USD,0.0,Cash
CMCSA,161572220.0,M&A,2018-04-25,Completed,GBP,36385608000.0,Cash
CMCSA,163041740.0,M&A,2018-03-22,Completed,USD,0.0,Cash
CMCSA,161231970.0,INV,2018-02-21,Completed,USD,0.0,Undisclosed
CMCSA,160781280.0,M&A,2018-02-12,Withdrawn,USD,77463900000.0,Cash
CMCSA,151525920.0,M&A,2018-02-02,Completed,USD,0.0,Cash
CMCSA,158933760.0,M&A,2018-01-09,Completed,USD,0.0,Cash
CMCSA,160941840.0,M&A,2017-12-21,Proposed,USD,0.0,Undisclosed
CMCSA,155655950.0,M&A,2017-11-16,Withdrawn,USD,0.0,Undisclosed
CMCSA,155222910.0,M&A,2017-11-08,Completed,USD,0.0,Undisclosed
CMCSA,153906940.0,JV,2017-10-17,Pending,USD,0.0,Undisclosed
CMCSA,153798930.0,M&A,2017-10-13,Completed,USD,0.0,Cash
CMCSA,152437780.0,M&A,2017-09-21,Completed,USD,0.0,Undisclosed
CMCSA,149359220.0,JV,2017-07-25,Pending,USD,0.0,Undisclosed
CMCSA,147796100.0,M&A,2017-06-27,Withdrawn,USD,31995500000.0,Undisclosed
CMCSA,151561540.0,M&A,2017-06-21,Completed,USD,0.0,Undisclosed
CMCSA,147814050.0,INV,2017-06-02,Completed,USD,0.0,Undisclosed
CMCSA,146030540.0,INV,2017-05-24,Completed,USD,325000000.0,Cash
CMCSA,145257890.0,M&A,2017-05-10,Completed,USD,0.0,Cash
CMCSA,141887200.0,INV,2017-03-12,Completed,USD,3500000.0,Cash
CMCSA,141078580.0,M&A,2017-02-28,Completed,JPY,254800000000.0,Cash
CMCSA,135025150.0,INV,2017-02-14,Completed,EUR,0.0,Undisclosed
CMCSA,136154510.0,M&A,2016-12-01,Completed,PEN,0.0,Undisclosed
CMCSA,133824100.0,INV,2016-11-21,Completed,USD,200000000.0,Cash
CMCSA,129502990.0,M&A,2016-07-28,Completed,USD,0.0,Undisclosed
CMCSA,129260150.0,JV,2016-07-25,Pending,USD,0.0,Undisclosed
CMCSA,129100570.0,M&A,2016-07-21,Completed,USD,0.0,Undisclosed
CMCSA,128664380.0,M&A,2016-07-12,Completed,USD,0.0,Undisclosed
CMCSA,127688750.0,M&A,2016-06-23,Completed,USD,0.0,Undisclosed
CMCSA,125311240.0,M&A,2016-05-09,Completed,EUR,0.0,Undisclosed
CMCSA,124618660.0,M&A,2016-04-28,Completed,USD,3797202000.0,Cash
CMCSA,159105460.0,M&A,2016-03-07,Completed,USD,0.0,Undisclosed
CMCSA,120752184.0,M&A,2016-02-17,Completed,USD,0.0,Undisclosed
CMCSA,119811270.0,M&A,2016-01-29,Completed,USD,0.0,Undisclosed
CMCSA,117706670.0,M&A,2015-12-20,Withdrawn,GBP,11540000000.0,Cash
CMCSA,116823830.0,INV,2015-12-08,Completed,USD,16000000.0,Cash
CMCSA,115789384.0,M&A,2015-11-16,Completed,USD,0.0,Cash
CMCSA,114595150.0,M&A,2015-10-26,Completed,USD,0.0,Undisclosed
CMCSA,114284570.0,M&A,2015-10-19,Completed,USD,0.0,Undisclosed
CMCSA,115712940.0,M&A,2015-09-28,Completed,JPY,183000000000.0,Cash
CMCSA,111586860.0,INV,2015-09-25,Completed,BRL,280000000.0,Cash
CMCSA,112604620.0,M&A,2015-09-16,Completed,USD,0.0,Undisclosed
CMCSA,111559730.0,M&A,2015-08-25,Completed,USD,0.0,Cash
CMCSA,111325510.0,M&A,2015-08-19,Pending,USD,0.0,Undisclosed
CMCSA,111278000.0,INV,2015-08-18,Completed,USD,200000000.0,Cash
CMCSA,105933930.0,INV,2015-08-12,Completed,USD,200000000.0,Cash
CMCSA,102642240.0,M&A,2015-02-12,Completed,USD,220000000.0,Cash
CMCSA,100677180.0,M&A,2014-10-01,Completed,USD,0.0,Undisclosed
CMCSA,96453690.0,M&A,2014-09-22,Completed,USD,0.0,Cash
CMCSA,96129070.0,M&A,2014-09-12,Withdrawn,USD,3000000000.0,Cash
CMCSA,94655400.0,M&A,2014-08-06,Withdrawn,USD,0.0,Undisclosed
CMCSA,93812310.0,M&A,2014-07-16,Completed,USD,0.0,Undisclosed
