ticker,action_id,deal_type,announcement_date,deal_status,currency,announced_total_value,payment_type
WBA,198406560.0,INV,2019-08-01,Pending,USD,0.0,Cash
WBA,192378220.0,M&A,2019-03-15,Completed,USD,2435115000.0,Stock
WBA,189931820.0,M&A,2019-01-26,Completed,USD,52000000.0,Cash
WBA,184591280.0,M&A,2019-01-03,Completed,GBP,0.0,Undisclosed
WBA,182805440.0,M&A,2018-12-10,Completed,USD,0.0,Cash
WBA,182903490.0,M&A,2018-10-21,Pending,USD,0.0,Cash
WBA,178969090.0,INV,2018-10-04,Pending,USD,0.0,Undisclosed
WBA,177444200.0,M&A,2018-09-10,Pending,USD,165000000.0,Cash
WBA,175511650.0,M&A,2018-07-27,Completed,USD,0.0,Cash
WBA,173065180.0,INV,2018-06-29,Completed,CNY,673333300.0,Cash
WBA,160827440.0,M&A,2018-02-12,Proposed,USD,0.0,Undisclosed
WBA,159934690.0,INV,2018-01-29,Completed,USD,34000000.0,Cash
WBA,155625200.0,M&A,2017-12-22,Completed,CNY,1094100000.0,Cash
WBA,156571090.0,INV,2017-11-29,Completed,CNY,2766700000.0,Cash
WBA,149898750.0,M&A,2017-08-02,Completed,USD,1383823000.0,Cash
WBA,147957090.0,M&A,2017-06-29,Completed,USD,4157000000.0,Cash
WBA,142039330.0,M&A,2017-03-14,Withdrawn,USD,0.0,Cash
WBA,137275360.0,M&A,2016-12-20,Terminated,USD,950000000.0,Cash
WBA,130855190.0,M&A,2016-08-24,Withdrawn,USD,0.0,Cash
WBA,128455096.0,M&A,2016-07-07,Withdrawn,RUB,0.0,Undisclosed
WBA,127017250.0,M&A,2016-05-31,Completed,USD,0.0,Undisclosed
WBA,123851650.0,M&A,2016-04-11,Completed,USD,0.0,Undisclosed
WBA,122674590.0,INV,2016-03-18,Completed,USD,1170000000.0,Cash
WBA,118812650.0,M&A,2016-01-11,Completed,USD,0.0,Cash
WBA,114881810.0,M&A,2015-10-30,Withdrawn,USD,100000000.0,Cash
WBA,114690320.0,M&A,2015-10-27,Terminated,USD,14615650000.0,Cash
WBA,110209176.0,INV,2015-07-28,Completed,USD,11000000.0,Cash
WBA,109420280.0,M&A,2015-07-09,Completed,GBP,140000000.0,Cash
WBA,103848870.0,M&A,2015-03-10,Pending,USD,0.0,Cash
WBA,103849816.0,M&A,2015-02-10,Completed,USD,0.0,Undisclosed
WBA,101596170.0,M&A,2015-01-20,Completed,USD,0.0,Undisclosed
WBA,97582840.0,INV,2014-10-16,Completed,USD,30000000.0,Cash
WBA,97235010.0,INV,2014-10-09,Withdrawn,BRL,0.0,Undisclosed
WBA,94700024.0,M&A,2014-08-06,Completed,GBP,14481100000.0,Cash and Stock
WBA,89582860.0,M&A,2014-04-03,Completed,USD,0.0,Cash
WBA,81291656.0,M&A,2013-09-10,Completed,USD,149500000.0,Cash
WBA,71215840.0,M&A,2012-11-28,Completed,USD,0.0,Cash
WBA,70276720.0,JV,2012-10-30,Completed,USD,0.0,Undisclosed
WBA,66126260.0,M&A,2012-07-05,Completed,USD,438000000.0,Cash
WBA,65532536.0,INV,2012-06-19,Completed,USD,6595658000.0,Cash and Stock
WBA,64349944.0,M&A,2012-05-11,Completed,USD,0.0,Cash
WBA,61358830.0,M&A,2012-02-02,Completed,USD,225000000.0,Cash
WBA,54047200.0,M&A,2011-04-28,Completed,USD,0.0,Cash
WBA,53072284.0,M&A,2011-03-24,Completed,USD,396917380.0,Cash
WBA,52688840.0,M&A,2011-03-09,Completed,USD,525000000.0,Cash
WBA,47993144.0,M&A,2010-09-03,Completed,USD,0.0,Cash
WBA,47993070.0,M&A,2010-09-03,Completed,USD,0.0,Cash
WBA,47918532.0,M&A,2010-09-01,Completed,USD,0.0,Cash
WBA,43885104.0,M&A,2010-03-18,Completed,USD,0.0,Cash
WBA,43561812.0,M&A,2010-03-03,Completed,USD,0.0,Cash
WBA,43158580.0,M&A,2010-02-17,Completed,USD,1075000000.0,Cash and Debt
WBA,42969340.0,M&A,2010-01-22,Completed,USD,0.0,Cash
WBA,42411176.0,M&A,2010-01-13,Completed,CAD,0.0,Cash
WBA,40621356.0,M&A,2009-10-23,Completed,USD,19000000.0,Cash
WBA,37223716.0,M&A,2009-05-08,Completed,USD,0.0,Cash
WBA,37125844.0,M&A,2009-05-05,Completed,USD,0.0,Cash
WBA,36976480.0,M&A,2009-04-28,Completed,USD,56000000.0,Cash
WBA,35698864.0,M&A,2009-02-05,Completed,USD,0.0,Cash
WBA,33922824.0,M&A,2008-10-21,Completed,USD,0.0,Cash
WBA,33406740.0,M&A,2008-09-12,Terminated,USD,2986247200.0,Cash
WBA,32083000.0,M&A,2008-06-10,Completed,USD,0.0,Undisclosed
WBA,30710138.0,M&A,2008-03-17,Completed,USD,249691200.0,Cash
WBA,30710366.0,M&A,2008-03-17,Completed,USD,0.0,Undisclosed
WBA,29854536.0,M&A,2008-01-17,Completed,USD,0.0,Cash
WBA,28754700.0,M&A,2007-11-05,Completed,USD,0.0,Cash
WBA,27073212.0,M&A,2007-07-02,Completed,USD,766198400.0,Cash
WBA,26415954.0,M&A,2007-05-17,Completed,USD,0.0,Undisclosed
WBA,25188668.0,M&A,2007-02-15,Completed,USD,60000000.0,Cash
WBA,22364804.0,M&A,2006-07-05,Completed,USD,0.0,Undisclosed
WBA,22300642.0,M&A,2006-06-29,Completed,USD,0.0,Undisclosed
WBA,22026912.0,M&A,2006-06-05,Completed,USD,0.0,Undisclosed
WBA,20819612.0,M&A,2006-02-16,Completed,USD,0.0,Undisclosed
WBA,19757584.0,M&A,2005-11-01,Completed,USD,0.0,Undisclosed
