,Ticker,Date,STD,LTD,EBITDA_Int,AltZ
133,PYPL,2018-12-31,1998.0,0.0,0.0,3.2143
134,PYPL,2018-09-30,2000.0,0.0,0.0,3.2419
135,PYPL,2018-06-30,2000.0,0.0,0.0,3.3110000000000004
136,PYPL,2018-03-31,3000.0,0.0,0.0,2.9795
137,PYPL,2017-12-31,1000.0,0.0,0.0,3.1683
138,PYPL,2017-09-30,0.0,0.0,0.0,3.0641
139,PYPL,2017-06-30,0.0,0.0,0.0,2.9130000000000003
140,PYPL,2017-03-31,0.0,0.0,0.0,2.6685
141,PYPL,2016-12-31,0.0,0.0,0.0,2.5803000000000003
142,PYPL,2016-09-30,0.0,0.0,0.0,2.7674
143,PYPL,2016-06-30,0.0,0.0,0.0,2.5988
144,AVGO,2019-05-05,3537.0,34011.0,6.4282,4.334
145,AVGO,2019-02-03,3537.0,34104.0,5.8377,4.2001
146,AVGO,2018-11-04,0.0,17493.0,17.7027,6.4142
147,AVGO,2018-08-05,117.0,17487.0,15.4631,6.5121
148,AVGO,2018-05-06,117.0,17481.0,14.6284,5.9779
149,AVGO,2018-02-04,117.0,17475.0,11.623,5.4807
150,AVGO,2017-10-29,117.0,17431.0,16.5882,4.1682
151,AVGO,2017-07-30,0.0,13572.0,16.5982,4.6832
152,AVGO,2017-04-30,0.0,13567.0,14.8839,4.1713000000000005
153,AVGO,2017-01-29,0.0,13562.0,14.5946,3.6421
154,AVGO,2016-10-30,454.0,13188.0,10.1981,3.055
155,AVGO,2016-07-31,334.0,13381.0,5.7122,3.0376
156,AMGN,2019-06-30,2950.0,28161.0,9.7018,2.7655
157,AMGN,2019-03-31,3825.0,29687.0,8.7668,2.6585
158,AMGN,2018-12-31,4419.0,29510.0,8.1591,2.7673
159,AMGN,2018-09-30,5077.0,29350.0,7.9549,2.9775
160,AMGN,2018-06-30,4288.0,30209.0,9.5562,2.9102
161,AMGN,2018-03-31,2183.0,33358.0,9.4586,2.8476
162,AMGN,2017-12-31,1152.0,34190.0,8.1145,3.1023
163,AMGN,2017-09-30,1999.0,33777.0,8.9323,3.6212
164,AMGN,2017-06-30,1459.0,33603.0,10.0187,3.5371
165,AMGN,2017-03-31,3799.0,30293.0,9.5552,3.4026
166,AMGN,2016-12-31,4403.0,30193.0,9.2805,3.2008
167,AMGN,2016-09-30,4797.0,30526.0,9.3231,3.4052
168,AMGN,2016-06-30,5294.0,27928.0,9.2716,3.3416
169,NVDA,2019-07-28,84.0,2472.0,53.1538,17.8449
170,NVDA,2019-04-28,80.0,2474.0,36.6154,18.7719
171,NVDA,2019-01-27,0.0,1988.0,26.5714,19.0307
172,NVDA,2018-10-28,3.0,1987.0,75.0667,21.6245
173,NVDA,2018-07-29,14.0,1987.0,86.8571,26.8013
174,NVDA,2018-04-29,14.0,1986.0,90.1333,26.4697
175,NVDA,2018-01-28,15.0,1985.0,75.1333,27.4726
176,NVDA,2017-10-29,28.0,1987.0,62.9333,25.0752
177,NVDA,2017-07-30,89.0,1989.0,49.1333,21.16
178,NVDA,2017-04-30,220.0,1995.0,37.5625,15.0979
179,NVDA,2017-01-29,800.0,2020.0,43.3333,12.145
180,NVDA,2016-10-30,1015.0,2034.0,42.9375,8.2337
181,NVDA,2016-07-31,1428.0,80.0,30.3333,9.1166
182,COST,2019-05-12,1699.0,4799.0,41.6571,6.3179
183,COST,2019-02-17,1698.0,4794.0,45.7353,6.0683
184,COST,2018-11-25,0.0,6480.0,35.5556,5.8315
185,COST,2018-09-02,7.0,6487.0,39.1042,6.323
186,COST,2018-05-13,119.0,6492.0,37.6757,6.0551
187,COST,2018-02-18,0.0,6505.0,36.7568,6.0236
188,COST,2017-11-26,0.0,6478.0,34.7568,5.5395
189,COST,2017-09-03,93.0,6573.0,35.6792,5.7958
190,COST,2017-05-07,1158.0,2821.0,61.3333,5.7589
191,COST,2017-02-12,2257.0,2815.0,37.2903,5.9986
192,COST,2016-11-20,1159.0,3933.0,39.5172,5.5183
193,COST,2016-08-28,1110.0,4061.0,41.0,6.3252
194,TXN,2019-06-30,1249.073,4558.279,40.6591,15.0493
195,TXN,2019-03-31,820.0,5333.0,43.5526,14.5665
196,TXN,2018-12-31,749.0,4319.0,49.0278,14.7952
197,TXN,2018-09-30,749.0,4318.0,60.5556,15.147
198,TXN,2018-06-30,0.0,5066.0,64.8333,15.6017
199,TXN,2018-03-31,500.0,3578.0,77.2609,16.6741
200,TXN,2017-12-31,500.0,3577.0,85.0952,15.925999999999998
201,TXN,2017-09-30,499.0,3084.0,105.9474,16.8334
202,TXN,2017-06-30,499.0,3084.0,85.25,16.0217
203,TXN,2017-03-31,378.0,2980.0,82.3333,17.215
204,TXN,2016-12-31,631.0,2978.0,82.0526,14.9679
205,TXN,2016-09-30,634.0,2977.0,91.3889,14.7856
206,TXN,2016-06-30,637.0,2975.0,65.381,14.4845
207,SNY,2019-06-30,4651.0,22045.0,1.8986,2.2675
208,SNY,2019-03-31,,,18.5472,
209,SNY,2018-12-31,2633.0,22007.0,4.2136,2.5313
210,SNY,2018-09-30,,,25.0077,
211,SNY,2018-06-30,6153.0,22788.0,14.0374,2.2358
212,SNY,2018-03-31,,,17.4632,
213,SNY,2017-12-31,1275.0,14326.0,23.3535,3.0336
214,SNY,2017-09-30,,,23.3981,
215,SNY,2017-06-30,3240.0,15207.0,17.4299,3.1644
216,SNY,2017-03-31,,,19.8649,
217,SNY,2016-12-31,1765.0,16824.0,4.6564,2.7873
218,SNY,2016-09-30,,,10.705,
219,SNY,2016-06-30,2467.0,14869.0,16.6875,2.6836
220,SBUX,2019-06-30,0.0,11159.1,17.1458,4.5824
221,SBUX,2019-03-31,75.0,9141.5,16.6495,4.8242
222,SBUX,2018-12-30,0.0,9130.7,18.22,4.4504
223,SBUX,2018-09-30,349.9,9090.2,20.3918,4.4416
224,SBUX,2018-07-01,649.8,6149.1,44.0463,6.5318000000000005
225,SBUX,2018-04-01,349.7,6185.1,31.8433,7.2806
226,SBUX,2017-12-31,349.9,4566.5,53.61,7.1178
227,SBUX,2017-10-01,0.0,3932.6,57.99100000000001,8.8643
228,SBUX,2017-07-02,0.0,3935.5,55.7787,9.5862
229,SBUX,2017-04-02,25.0,3942.5,52.4891,9.6706
230,SBUX,2017-01-01,0.0,3185.7,58.6471,9.614
231,SBUX,2016-10-02,400.0,3202.2,60.2996,9.2726
232,SBUX,2016-06-26,399.8,3202.4,58.7706,9.56
233,ASML,2019-06-30,0.0,3132.4,87.3478,8.0379
234,ASML,2019-03-31,0.0,3082.5,,8.1165
235,ASML,2018-12-31,0.0,3026.5,,6.6393
236,ASML,2018-09-30,,2985.9,,8.144
237,ASML,2018-07-01,0.0,3007.7,358.6818,8.6824
238,ASML,2018-04-01,0.0,2978.6,,8.6144
239,ASML,2017-12-31,25.2,3000.1,66.0698,7.802
240,ASML,2017-10-01,,2996.7,,8.3838
241,ASML,2017-07-02,0.0,2995.5,61.0833,7.2341
242,ASML,2017-04-02,0.0,3040.3,,7.800499999999999
243,ASML,2016-12-31,247.672,3071.793,,6.3311
244,ASML,2016-10-02,0.0,2390.6,17.2065,6.6514
245,ASML,2016-07-03,,901.9,,7.0934
246,GILD,2019-06-30,2072.0,24565.0,11.3548,3.7243
247,GILD,2019-03-31,2573.0,24509.0,10.3622,3.6757
248,GILD,2018-12-31,2748.0,24574.0,5.8444,3.5733
249,GILD,2018-09-30,2747.0,24570.0,11.2917,4.0041
250,GILD,2018-06-30,2998.0,26062.0,9.9098,3.7684
251,GILD,2018-03-31,2497.0,26557.0,8.6552,3.938
252,GILD,2017-12-31,2747.0,30795.0,9.0505,3.6483
253,GILD,2017-09-30,1747.0,27515.0,14.1203,4.2203
254,GILD,2017-06-30,0.0,26296.0,16.9219,4.213
255,GILD,2017-03-31,0.0,26321.0,15.5594,4.1181
256,GILD,2016-12-31,0.0,26346.0,16.366,4.2046
257,GILD,2016-09-30,700.0,26371.0,19.4132,4.4344
258,GILD,2016-06-30,700.0,21427.0,21.2423,5.296
259,BKNG,2019-06-30,1129.0,8181.0,20.7647,6.9051
260,BKNG,2019-03-31,1121.0,8107.0,10.8485,6.5062
261,BKNG,2018-12-31,0.0,8649.0,18.9637,7.0521
262,BKNG,2018-09-30,0.0,8703.901,34.534,7.1488
263,BKNG,2018-06-30,948.19,7764.58,20.4294,6.8462
264,BKNG,2018-03-31,941.657,7990.4180000000015,11.8648,6.9774
265,BKNG,2017-12-31,711.0,8810.0,15.2646,6.2045
266,BKNG,2017-09-30,899.802,8726.679,33.129,6.7423
267,BKNG,2017-06-30,899.4839999999998,7564.635999999998,16.0666,7.0034
268,BKNG,2017-03-31,974.538,7286.102,11.4847,7.0870000000000015
269,BKNG,2016-12-31,967.734,6170.522,15.7536,6.8851
270,BKNG,2016-09-30,960.984,6347.205,16.4379,6.7176
271,BKNG,2016-06-30,0.0,7255.205,16.1089,6.3633
272,CHTR,2019-06-30,1736.0,72933.0,4.3841,2.0611
273,CHTR,2019-03-31,3737.0,71548.0,4.2973,1.8838
274,CHTR,2018-12-31,3290.0,69537.0,4.3659,1.7824
275,CHTR,2018-09-30,3339.0,69135.0,4.2863,1.9140000000000001
276,CHTR,2018-06-30,5387.0,66730.0,4.5011,1.7527
277,CHTR,2018-03-31,3340.0,67609.0,4.4089,1.8289
278,CHTR,2017-12-31,2045.0,68186.0,4.6976,1.8974
279,CHTR,2017-09-30,2068.0,66064.0,4.5812,1.8467
280,CHTR,2017-06-30,0.0,63248.0,4.8692,1.9287
281,CHTR,2017-03-31,2007.0,60837.0,,1.7071
282,CHTR,2016-12-31,2028.0,59719.0,4.9011,1.3576
283,CHTR,2016-09-30,2050.0,59946.0,,1.0887
284,CHTR,2016-06-30,2071.0,60132.0,,0.7129
285,MDLZ,2019-06-30,7652.0,12211.0,10.5512,3.7045
286,MDLZ,2019-03-31,7162.0,12907.0,16.9125,3.4808
287,MDLZ,2018-12-31,5840.0,12532.0,10.0755,3.4513
288,MDLZ,2018-09-30,5212.0,14852.0,10.8391,3.4963
289,MDLZ,2018-06-30,4854.0,14857.0,5.9217,3.6462
290,MDLZ,2018-03-31,5608.0,13180.0,15.2234,3.5064
291,MDLZ,2017-12-31,4680.0,12972.0,,3.5789999999999997
292,MDLZ,2017-09-30,5715.0,12918.0,72.6316,3.4421
293,MDLZ,2017-06-30,5555.0,13226.0,7.2895,3.4574
294,MDLZ,2017-03-31,5468.0,12906.0,8.6134,3.5247
295,MDLZ,2016-12-31,3982.0,13217.0,1.2435,3.5869999999999997
296,MDLZ,2016-09-30,4001.0,13105.0,6.269,3.4712
297,MDLZ,2016-06-30,3702.0,13578.0,5.5563,4.5644
298,ADP,2019-06-30,262.0,2002.2,21.7448,2.5007
299,ADP,2019-03-31,0.0,2002.3,50.1521,2.0922
300,ADP,2018-12-31,1206.0,2002.3,21.8782,2.3794
301,ADP,2018-09-30,453.0,2002.4,21.3872,2.6830000000000003
302,ADP,2018-06-30,0.0,2002.4,23.2526,2.3782
303,ADP,2018-03-31,0.0,2002.4,51.7688,1.8512
304,ADP,2017-12-31,0.0,2002.4,24.4218,1.8299
305,ADP,2017-09-30,0.0,2002.1,22.7679,2.2555
306,ADP,2017-06-30,0.0,2002.4,20.5459,2.0946
307,ADP,2017-03-31,0.0,2002.5,54.3095,1.7614999999999998
308,ADP,2016-12-31,0.0,2002.5,32.0537,1.9151
309,ADP,2016-09-30,0.0,2007.7,30.3116,2.1449
310,ADP,2016-06-30,0.0,2007.7,27.8066,1.6753
311,QCOM,2019-06-30,3000.0,13426.0,35.4375,4.3957
312,QCOM,2019-03-31,998.0,15405.0,7.9321,2.9229000000000003
313,QCOM,2018-12-30,998.0,15388.0,6.8141,2.8405
314,QCOM,2018-09-30,1005.0,15365.0,-1.2464,3.1728
315,QCOM,2018-06-24,7103.0,15378.0,6.2123,3.1334
316,QCOM,2018-03-25,3733.0,19361.0,4.4022,3.0182
317,QCOM,2017-12-24,3465.0,19381.0,2.1118,3.1853
318,QCOM,2017-09-24,2495.0,19398.0,4.4512,3.3644
319,QCOM,2017-06-25,2495.0,19403.0,8.7669,3.3875
320,QCOM,2017-03-26,1998.0,9939.0,10.0093,4.0301
321,QCOM,2016-12-25,1749.0,9935.0,12.3,4.985
322,QCOM,2016-09-25,1749.0,10008.0,28.1579,5.1749
323,QCOM,2016-06-26,1749.0,10024.0,25.9733,4.7214
324,INTU,2019-04-30,50.0,398.0,459.5,19.2535
325,INTU,2019-01-31,50.0,363.0,72.0,20.0103
326,INTU,2018-10-31,50.0,375.0,11.75,22.7727
327,INTU,2018-07-31,50.0,388.0,-4.75,15.283
328,INTU,2018-04-30,50.0,400.0,333.0,13.7949
329,INTU,2018-01-31,690.0,413.0,42.6667,12.6723
330,INTU,2017-10-31,450.0,425.0,6.0,15.0199
331,INTU,2017-07-31,50.0,438.0,17.3333,14.81
332,INTU,2017-04-30,50.0,450.0,188.25,11.2353
333,INTU,2017-01-31,687.0,463.0,7.1818,10.5109
334,INTU,2016-10-31,625.0,475.0,-0.6667,12.0892
335,INTU,2016-07-31,512.0,488.0,0.7778,11.4635
336,CELG,2019-06-30,82.0,20015.0,11.9896,6.6237
337,CELG,2019-03-31,579.0,20015.0,9.8854,6.7418
338,CELG,2018-12-31,501.0,19769.0,10.4053,6.5107
339,CELG,2018-09-30,502.0,19742.0,9.5803,7.1535
340,CELG,2018-06-30,1497.0,19754.0,8.625,6.9106
341,CELG,2018-03-31,0.0,20271.0,2.0723,6.599
342,CELG,2017-12-31,0.0,15838.0,9.2535,5.752000000000002
343,CELG,2017-09-30,1400.0,12874.0,9.4488,6.6191
344,CELG,2017-06-30,500.0,13783.0,11.3889,6.2929
345,CELG,2017-03-31,500.0,13784.0,9.6772,6.3131
346,CELG,2016-12-31,501.0,13789.0,8.2701,6.0348
347,CELG,2016-09-30,501.0,13802.5,4.1307,6.0774
348,CELG,2016-06-30,,14312.1,7.6967,5.9030000000000005
349,ISRG,2019-06-30,5.5,69.6,0.0,30.8754
350,ISRG,2019-03-31,5.3,71.3,0.0,34.8909
351,ISRG,2018-12-31,0.0,0.0,0.0,30.2187
352,ISRG,2018-09-30,0.0,0.0,0.0,40.0029
353,ISRG,2018-06-30,0.0,0.0,0.0,35.1383
354,ISRG,2018-03-31,0.0,0.0,0.0,32.3424
355,ISRG,2017-12-31,0.0,0.0,0.0,25.501
356,ISRG,2017-09-30,0.0,0.0,0.0,36.0902
357,ISRG,2017-06-30,0.0,0.0,0.0,30.2638
358,ISRG,2017-03-31,0.0,0.0,0.0,26.6675
359,ISRG,2016-12-31,0.0,0.0,0.0,22.6169
360,ISRG,2016-09-30,0.0,0.0,0.0,28.2504
361,ISRG,2016-06-30,0.0,0.0,0.0,27.0142
362,TMUS,2019-06-30,3531.0,38645.0,13.2862,1.5665
363,TMUS,2019-03-31,3961.0,37744.0,12.7708,1.5153
364,TMUS,2018-12-31,841.0,29263.0,9.3188,1.8361
365,TMUS,2018-09-30,783.0,29139.0,9.6761,1.9935
366,TMUS,2018-06-30,1324.0,29220.0,9.5185,1.7841
367,TMUS,2018-03-31,3765.0,29295.0,6.8513,1.6232
368,TMUS,2017-12-31,1612.0,29297.0,6.2428,1.5948
369,TMUS,2017-09-30,558.0,30348.0,6.5214,1.5739
370,TMUS,2017-06-30,1202.0,29898.0,7.4116,1.4557
371,TMUS,2017-03-31,7542.0,25319.0,5.9248,1.2759
372,TMUS,2016-12-31,354.0,30053.0,6.3885,1.3635
373,TMUS,2016-09-30,325.0,30054.0,5.7876,1.2116
374,TMUS,2016-06-30,258.0,29808.0,5.2234,1.0603
375,CME,2019-06-30,41.3,4597.2,18.6231,1.5505
376,CME,2019-03-31,39.5,4813.5,15.8628,1.3366
377,CME,2018-12-31,574.2,3826.8,14.9859,1.2487
378,CME,2018-09-30,0.0,3419.6,13.4178,1.2863
379,CME,2018-06-30,0.0,3419.0,21.6918,1.2782
380,CME,2018-03-31,0.0,2233.5,26.3355,1.1823
381,CME,2017-12-31,0.0,2233.1,20.2234,0.9498
382,CME,2017-09-30,0.0,2232.6,21.2474,0.8343
383,CME,2017-06-30,0.0,2232.1,22.6897,0.7794
384,CME,2017-03-31,0.0,2231.6,21.9564,0.7844
385,CME,2016-12-31,0.0,2231.2,18.9241,0.8513
386,CME,2016-09-30,0.0,2230.7,18.6656,0.9956
387,CME,2016-06-30,0.0,2230.2,19.9258,0.8437
388,CSX,2019-06-30,304.0,16023.0,8.9402,2.7048
389,CSX,2019-03-31,71.0,16250.0,8.8034,2.6696
390,CSX,2018-12-31,18.0,14739.0,9.3216,2.5591
391,CSX,2018-09-30,18.0,13754.0,10.0432,2.935
392,CSX,2018-06-30,19.0,13769.0,10.2675,2.7179
393,CSX,2018-03-31,19.0,13768.0,9.1745,2.5175
394,CSX,2017-12-31,19.0,11790.0,10.45,2.6158
395,CSX,2017-09-30,19.0,11788.0,9.0833,2.2762
396,CSX,2017-06-30,19.0,11806.0,9.3723,2.3604
397,CSX,2017-03-31,331.0,10963.0,7.9489,2.1661
398,CSX,2016-12-30,331.0,10962.0,8.6667,1.9416
399,CSX,2016-09-23,631.0,9888.0,8.3597,1.7970000000000002
400,CSX,2016-06-24,632.0,9905.0,8.2199,1.7286
401,BIDU,2019-03-31,10373.0,60564.0,0.8109999999999999,3.3275
402,BIDU,2018-12-31,10001.0,54903.0,4.23,3.5493
403,BIDU,2018-09-30,8039.0,41211.0,11.19,5.0023
404,BIDU,2018-06-30,13863.0,40426.0,13.0021,4.3146
405,BIDU,2018-03-31,6677.0,43896.0,15.2301,3.8771
406,BIDU,2017-12-31,7754.0,35812.0,14.6925,4.1802
407,BIDU,2017-09-30,22184.0,36609.0,10.7792,4.1201
408,BIDU,2017-06-30,17878.0,33976.0,15.6048,3.6567
409,BIDU,2017-03-31,38109.104,34255.827000000005,9.2636,3.9074
410,BIDU,2016-12-31,9795.027,34470.934,10.9554,4.5887
411,BIDU,2016-09-30,3940.988,35764.687999999995,11.9149,5.521
412,BIDU,2016-06-30,1198.691,37927.097,13.9933,5.3431
413,AMOV,2019-06-30,198481.62,585382.935,7.6867,1.6859
414,AMOV,2019-03-31,197461.114,586206.195,7.7367,1.7224
415,AMOV,2018-12-31,96230.634,542691.819,9.2016,1.9248
416,AMOV,2018-09-30,92440.246,578606.395,10.121,1.9988
417,AMOV,2018-06-30,77885.011,633917.5260000001,9.1822,1.8406
418,AMOV,2018-03-31,109770.35,546259.682,8.7996,1.9008
419,AMOV,2017-12-31,51745.84099999999,646139.058,9.2974,1.8123
420,AMOV,2017-09-30,59934.55,593662.378,6.4381,1.9167
421,AMOV,2017-06-30,68522.478,566839.767,9.3669,1.9664
422,AMOV,2017-03-31,79741.095,580224.904,9.0103,1.8261
423,AMOV,2016-12-31,82607.259,625194.144,7.6122,1.5742
424,AMOV,2016-09-30,94143.53,629525.897,7.6267,1.5733
425,AMOV,2016-06-30,115185.68,611899.6917,7.4786,1.4932
426,VOD,2019-06-30,0.0,0.0,0.0,
