,Ticker,Date,GM,EBITMargin,EBITDAMargin,NetMargin
45,FB,2017-12-31,0.8758090000000001,0.566759,0.571348,0.32886200000000004
46,FB,2017-09-30,0.859799,0.495933,0.5536310000000001,0.45546099999999995
47,FB,2017-06-30,0.867289,0.47216,0.5430619999999999,0.417337
48,FB,2017-03-31,0.8557020000000001,0.41421800000000003,0.53503,0.380852
49,FB,2016-12-31,0.881144,0.518334,0.534373,0.404246
50,FB,2016-09-30,0.8592209999999999,0.444587,0.514471,0.373698
51,FB,2016-06-30,0.8575200000000001,0.424798,0.49318599999999996,0.353636
52,INTC,2019-06-29,0.598485,0.279733,0.460376,0.25319600000000003
53,INTC,2019-03-30,0.565905,0.259884,0.459904,0.247432
54,INTC,2018-12-29,0.601758,0.33360100000000004,0.45733100000000004,0.27844800000000003
55,INTC,2018-09-29,0.644993,0.383499,0.451433,0.33387300000000003
56,INTC,2018-06-30,0.614255,0.310871,0.435392,0.29513
57,INTC,2018-03-31,0.605689,0.278227,0.425903,0.277231
58,INTC,2017-12-30,0.63203,0.318712,0.41718599999999995,-0.040286
59,INTC,2017-09-30,0.623196,0.318596,0.403724,0.279646
60,INTC,2017-07-01,0.616135,0.260245,0.39302600000000004,0.190205
61,INTC,2017-04-01,0.6190859999999999,0.24547199999999997,0.358112,0.200324
62,INTC,2016-12-31,0.6171369999999999,0.276414,0.347955,0.21754
63,INTC,2016-10-01,0.632716,0.28279899999999997,0.356535,0.214096
64,INTC,2016-07-02,0.589152,0.09739199999999999,0.366164,0.09827799999999999
65,CSCO,2019-07-27,0.638517,0.27479899999999996,0.310496,0.164284
66,CSCO,2019-04-27,0.63073,0.27110700000000004,0.30834,0.234913
67,CSCO,2019-01-26,0.624538,0.257995,0.305519,0.22674
68,CSCO,2018-10-27,0.623164,0.29108,0.307345,0.271496
69,CSCO,2018-07-28,0.6167860000000001,0.260511,0.293959,0.296092
70,CSCO,2018-04-28,0.622563,0.25146399999999997,0.328246,0.215919
71,CSCO,2018-01-27,0.6307729999999999,0.25851799999999997,0.33246000000000003,-0.7384539999999999
72,CSCO,2017-10-28,0.611981,0.227093,0.330892,0.197264
73,CSCO,2017-07-29,0.6219399999999999,0.250062,0.332611,0.199786
74,CSCO,2017-04-29,0.629648,0.26541,0.33189,0.210637
75,CSCO,2017-01-28,0.628325,0.249827,0.32728,0.202763
76,CSCO,2016-10-29,0.6382770000000001,0.232918,0.332114,0.187986
77,CSCO,2016-10-28,,,,
78,CSCO,2016-07-30,0.631033,0.261355,0.33212200000000003,0.222583
79,CMCSA,2019-06-30,0.692643,0.199419,0.313372,0.116353
80,CMCSA,2019-03-31,0.680964,0.192933,0.316683,0.13228299999999998
81,CMCSA,2018-12-31,0.667744,0.162106,0.314104,0.090175
82,CMCSA,2018-09-30,0.696815,0.21847800000000003,0.32356700000000005,0.130382
83,CMCSA,2018-06-30,0.710145,0.230688,0.324833,0.147964
84,CMCSA,2018-03-31,0.674038,0.203809,0.320292,0.136808
85,CMCSA,2017-12-31,0.6872029999999999,0.18704400000000002,0.325842,0.6794560000000001
86,CMCSA,2017-09-30,0.712585,0.226697,0.330178,0.125326
87,CMCSA,2017-06-30,0.702621,0.214601,0.328675,0.118435
88,CMCSA,2017-03-31,0.705591,0.220625,0.329197,0.124982
89,CMCSA,2016-12-31,0.689084,0.202806,0.32855700000000004,0.109203
90,CMCSA,2016-09-30,0.6715139999999999,0.208265,0.32978900000000005,0.10493
91,CMCSA,2016-06-30,0.714983,0.211013,0.332723,0.10524700000000001
92,PEP,2019-06-15,0.5498810000000001,0.16590699999999994,0.194224,0.123716
93,PEP,2019-03-23,0.5585220000000001,0.155852,0.19851300000000002,0.109671
94,PEP,2018-12-29,0.542307,0.12451300000000001,0.193455,0.351055
95,PEP,2018-09-08,0.543403,0.17251999999999998,0.19563,0.151532
96,PEP,2018-06-16,0.548602,0.188191,0.197724,0.113114
97,PEP,2018-03-24,0.549833,0.143847,0.19688300000000006,0.10691
98,PEP,2017-12-30,0.53503,0.131619,0.200157,-0.036362
99,PEP,2017-09-09,0.5463049999999999,0.18004900000000001,0.19739,0.13202
100,PEP,2017-06-17,0.550668,0.185805,0.196332,0.133991
101,PEP,2017-03-25,0.561291,0.160428,0.198171,0.109387
102,PEP,2016-12-31,0.54102,0.122982,0.193825,0.071791
103,PEP,2016-09-03,0.5455169999999999,0.176015,0.194395,0.12429000000000001
104,PEP,2016-06-11,0.556349,0.19253,0.170878,0.130237
105,NFLX,2019-06-30,0.389481,0.14349,0.113349,0.054975
106,NFLX,2019-03-31,0.365048,0.101545,0.105234,0.076101
107,NFLX,2018-12-31,0.34714500000000004,0.051535,0.106898,0.031989000000000004
108,NFLX,2018-09-30,0.39681900000000003,0.120186,0.11507,0.100725
109,NFLX,2018-06-30,0.413947,0.118296,0.103742,0.098368
110,NFLX,2018-03-31,0.40660300000000005,0.12066900000000001,0.08655800000000001,0.078394
111,NFLX,2017-12-31,0.326081,0.074657,0.077877,0.056461000000000004
112,NFLX,2017-09-30,0.332303,0.069895,0.07481600000000001,0.043416
113,NFLX,2017-06-30,0.31705900000000004,0.045883999999999994,0.069375,0.023551
114,NFLX,2017-03-31,0.37153800000000003,0.097451,0.06783299999999999,0.067594
115,NFLX,2016-12-31,0.332233,0.062131999999999986,0.049523000000000005,0.026941000000000003
116,NFLX,2016-09-30,0.330691,0.0463,0.042143,0.022495
117,NFLX,2016-06-30,0.300259,0.033427,0.041158999999999994,0.019359
118,ADBE,2019-05-31,0.851514,0.273131,0.33340000000000003,0.230513
119,ADBE,2019-03-01,0.847253,0.26714499999999997,0.339964,0.259229
120,ADBE,2018-11-30,0.854233,0.29235500000000003,0.352919,0.27519000000000005
121,ADBE,2018-08-31,0.871025,0.313654,0.38905,0.29082
122,ADBE,2018-06-01,0.8718459999999999,0.318164,0.408752,0.302077
123,ADBE,2018-03-02,0.8754649999999999,0.338024,0.41715,0.280467
124,ADBE,2017-12-01,0.865009,0.32360300000000003,0.408424,0.24995
125,ADBE,2017-09-01,0.8571909999999999,0.296389,0.37096799999999996,0.227894
126,ADBE,2017-06-02,0.864935,0.28444,0.34075000000000005,0.21125800000000006
127,ADBE,2017-03-03,0.858866,0.278893,0.32278100000000004,0.236938
128,ADBE,2016-12-02,0.865361,0.2936300000000001,0.311753,0.248451
129,ADBE,2016-09-02,0.86154,0.252277,0.29677,0.184969
130,ADBE,2016-06-03,0.855525,0.246112,0.287968,0.174499
131,PYPL,2019-06-30,0.0,0.16376300000000002,0.19838499999999998,0.191173
132,PYPL,2019-03-31,0.0,0.12548399999999998,0.190701,0.16157900000000006
133,PYPL,2018-12-31,0.0,0.141505,0.192221,0.138192
134,PYPL,2018-09-30,0.0,0.133044,0.215044,0.11838199999999999
135,PYPL,2018-06-30,0.0,0.148302,0.21741799999999997,0.136375
136,PYPL,2018-03-31,0.0,0.144912,0.220009,0.13867000000000002
137,PYPL,2017-12-31,0.0,0.22516,0.223919,0.165598
138,PYPL,2017-09-30,0.0,0.130596,0.203633,0.11732
139,PYPL,2017-06-30,0.0,0.13711700000000002,0.206395,0.13105899999999998
140,PYPL,2017-03-31,0.0,0.144874,0.207842,0.129076
141,PYPL,2016-12-31,0.0,0.154311,0.21306,0.130829
142,PYPL,2016-09-30,0.0,0.13048400000000002,0.21464899999999998,0.12111
143,PYPL,2016-06-30,0.0,0.14,0.218425,0.121887
144,AVGO,2019-05-05,0.559906,0.17582,0.4288730000000001,0.125249
145,AVGO,2019-02-03,0.554154,0.095871,0.42717,0.081361
146,AVGO,2018-11-04,0.539126,0.30345300000000003,0.442057,0.204813
147,AVGO,2018-08-05,0.517282,0.264468,0.423252,0.236224
148,AVGO,2018-05-06,0.508775,0.239529,0.41352799999999995,0.741524
149,AVGO,2018-02-04,0.49333599999999994,0.177023,0.405174,1.1695140000000002
150,AVGO,2017-10-29,0.491949,0.155863,0.40371999999999997,0.109827
151,AVGO,2017-07-30,0.481515,0.14519400000000002,0.367852,0.107775
152,AVGO,2017-04-30,0.471599,0.113126,0.317525,0.105012
153,AVGO,2017-01-29,0.48345,0.122252,0.226422,0.057742999999999996
154,AVGO,2016-10-30,0.524903,0.09211799999999999,0.198867,-0.152805
155,AVGO,2016-07-31,0.469937,-0.06962,0.211623,-0.078586
156,AMGN,2019-06-30,0.827627,0.45614,0.506069,0.371146
157,AMGN,2019-03-31,0.810149,0.44484399999999996,0.5060629999999999,0.358467
158,AMGN,2018-12-31,0.8240770000000001,0.382343,0.5141279999999999,0.30947
159,AMGN,2018-09-30,0.824356,0.393462,0.515931,0.314871
160,AMGN,2018-06-30,0.830995,0.467404,0.522253,0.37894
161,AMGN,2018-03-31,0.8300320000000001,0.490817,0.523562,0.416097
162,AMGN,2017-12-31,0.8174769999999999,0.3869360000000001,0.5220360000000001,-0.734919
163,AMGN,2017-09-30,0.828512,0.422484,0.5335479999999999,0.3500780000000001
164,AMGN,2017-06-30,0.823752,0.464372,0.5381779999999999,0.370224
165,AMGN,2017-03-31,0.8177160000000001,0.474195,0.527346,0.37902600000000003
166,AMGN,2016-12-31,0.8211229999999999,0.41659700000000005,0.5175500000000001,0.324392
167,AMGN,2016-09-30,0.8232659999999999,0.43486499999999995,0.5066039999999999,0.3471
168,AMGN,2016-06-30,0.8154009999999999,0.418425,0.501112,0.328762
169,NVDA,2019-07-28,0.597518,0.221404,0.26165900000000003,0.214036
170,NVDA,2019-04-28,0.583784,0.16126100000000002,0.297325,0.17747700000000005
171,NVDA,2019-01-27,0.547392,0.13333299999999998,0.34704700000000005,0.257143
172,NVDA,2018-10-28,0.6038979999999999,0.3326,0.388102,0.386671
173,NVDA,2018-07-29,0.632405,0.370477,0.39058699999999996,0.352546
174,NVDA,2018-04-29,0.644839,0.403804,0.378733,0.3879010000000001
175,NVDA,2018-01-28,0.618688,0.368602,0.350937,0.38406
176,NVDA,2017-10-29,0.59522,0.33953000000000005,0.341132,0.317906
177,NVDA,2017-07-30,0.583857,0.30852,0.33617,0.261435
178,NVDA,2017-04-30,0.5937020000000001,0.286009,0.322461,0.261745
179,NVDA,2017-01-29,0.5996319999999999,0.33732199999999996,0.306946,0.301427
180,NVDA,2016-10-30,0.5903189999999999,0.318862,0.267025,0.270459
181,NVDA,2016-07-31,0.578431,0.221989,0.228902,0.182773
182,COST,2019-05-12,0.129735,0.032297,0.041239,0.026079
183,COST,2019-02-17,0.132105,0.033987,0.041471,0.025116
184,COST,2018-11-25,0.126779,0.027061,0.040812,0.021871
185,COST,2018-09-02,0.129247,0.032560000000000006,0.041794000000000005,0.023485
186,COST,2018-05-13,0.13071300000000002,0.032972,0.042526999999999995,0.023176
187,COST,2018-02-18,0.129171,0.030793,0.042842000000000005,0.021246
188,COST,2017-11-26,0.131787,0.029897000000000003,0.042348000000000004,0.02012
189,COST,2017-09-03,0.132459,0.034279000000000004,0.04248,0.021726
190,COST,2017-05-07,0.13478900000000002,0.033541,0.042089,0.024255000000000002
191,COST,2017-02-12,0.128973,0.028354,0.041669,0.017301999999999998
192,COST,2016-11-20,0.135628,0.030215,0.042099,0.019396
193,COST,2016-08-28,0.134327,0.032576999999999995,0.041500999999999996,0.021307
194,TXN,2019-06-30,0.6434019999999999,0.410578,0.484843,0.35578000000000004
195,TXN,2019-03-31,0.629104,0.383695,0.483995,0.3386199999999999
196,TXN,2018-12-31,0.6475650000000001,0.407856,0.485745,0.333333
197,TXN,2018-09-30,0.658061,0.454588,0.486123,0.368458
198,TXN,2018-06-30,0.6519790000000001,0.42618900000000004,0.47996400000000006,0.349764
199,TXN,2018-03-31,0.645817,0.408551,0.474459,0.36051700000000003
200,TXN,2017-12-31,0.650667,0.4168,0.46701400000000004,0.09173300000000001
201,TXN,2017-09-30,0.6452869999999999,0.434402,0.462154,0.31219600000000003
202,TXN,2017-06-30,0.642838,0.400758,0.450578,0.285946
203,TXN,2017-03-31,0.6302180000000001,0.368019,0.440206,0.293063
204,TXN,2016-12-31,0.6259520000000001,0.390158,0.434555,0.306678
205,TXN,2016-09-30,0.6214970000000001,0.383129,0.430126,0.277007
206,TXN,2016-06-30,0.6131989999999999,0.345555,0.423134,0.250229
207,SNY,2019-06-30,0.691871,-0.033073000000000005,0.16084099999999998,-0.009687999999999999
208,SNY,2019-03-31,0.699529,0.161712,0.197248,0.130495
209,SNY,2018-12-31,0.6635209999999999,-0.021445,0.191888,0.027236
210,SNY,2018-09-30,0.6888340000000001,0.27853,0.246915,0.23337399999999997
211,SNY,2018-06-30,0.679283,0.113312,0.225332,0.089848
212,SNY,2018-03-31,0.6868080000000001,0.147797,0.23264899999999997,0.125031
213,SNY,2017-12-31,0.6561629999999999,0.083398,0.24273899999999998,0.014363999999999997
214,SNY,2017-09-30,0.6963600000000001,0.210302,0.231904,0.16613499999999998
215,SNY,2017-06-30,0.677217,0.154121,0.243123,0.11553499999999998
216,SNY,2017-03-31,0.687149,0.191193,0.247548,0.6398560000000001
217,SNY,2016-12-31,0.67789,0.169227,0.237006,0.08608500000000001
218,SNY,2016-09-30,0.701345,0.257235,0.215203,0.18009699999999998
219,SNY,2016-06-30,0.696317,0.17284500000000005,0.205247,0.13938399999999998
220,SBUX,2019-06-30,0.29252500000000003,0.164341,0.206379,0.201202
221,SBUX,2019-03-31,0.277914,0.136015,0.230803,0.105171
222,SBUX,2018-12-30,0.283595,0.153135,0.228848,0.114674
223,SBUX,2018-09-30,0.294657,0.151755,0.234913,0.1199
224,SBUX,2018-07-01,0.305913,0.164525,0.240486,0.135097
225,SBUX,2018-04-01,0.28639899999999996,0.128071,0.217777,0.109437
226,SBUX,2017-12-31,0.302122,0.183759,0.228556,0.370483
227,SBUX,2017-10-01,0.299458,0.17943900000000002,0.232361,0.138375
228,SBUX,2017-07-02,0.315023,0.18443900000000002,0.240986,0.12215799999999999
229,SBUX,2017-04-02,0.29588200000000003,0.176691,0.244284,0.12330899999999999
230,SBUX,2017-01-01,0.313925,0.197561,0.244177,0.131138
231,SBUX,2016-10-02,0.331752,0.214929,0.244048,0.140251
232,SBUX,2016-06-26,0.314681,0.19517,0.239899,0.14396699999999998
233,ASML,2019-06-30,0.430391,0.192492,0.270251,0.185365
234,ASML,2019-03-31,0.416312,0.149971,0.28308900000000004,0.159437
235,ASML,2018-12-31,0.44324600000000003,0.25963400000000003,0.309576,0.25059699999999996
236,ASML,2018-09-30,0.481215,0.294586,0.319826,0.245092
237,ASML,2018-07-01,0.433112,0.251569,0.31326,0.213108
238,ASML,2018-04-01,0.487309,0.28105,0.320794,0.236193
239,ASML,2017-12-31,0.451531,0.292923,0.32185600000000003,0.251133
240,ASML,2017-10-01,0.42882200000000004,0.267876,0.329619,0.227629
241,ASML,2017-07-02,0.450414,0.26449,0.33408899999999997,0.2219
242,ASML,2017-04-02,0.47571499999999994,0.275159,0.32734,0.23261
243,ASML,2016-12-31,0.5037980000000001,0.317301,0.30769,0.306938
244,ASML,2016-10-02,0.459826,0.27311799999999997,0.281606,0.218175
245,ASML,2016-07-03,0.42618999999999996,0.232352,0.27191999999999994,0.20338
246,GILD,2019-06-30,0.8240989999999999,0.42744099999999996,0.444201,0.330695
247,GILD,2019-03-31,0.8187840000000001,0.42359399999999997,0.43687299999999996,0.373982
248,GILD,2018-12-31,0.7290770000000001,0.19741199999999998,0.43517,0.000518
249,GILD,2018-09-30,0.805933,0.468728,0.485391,0.374732
250,GILD,2018-06-30,0.788244,0.403683,0.5148510000000001,0.321707
251,GILD,2018-03-31,0.8032630000000001,0.423153,0.5613199999999999,0.30228
252,GILD,2017-12-31,0.788872,0.38510700000000003,0.590263,-0.6496890000000001
253,GILD,2017-09-30,0.8415229999999999,0.585381,0.6208239999999999,0.417383
254,GILD,2017-06-30,0.8423189999999999,0.595715,0.6199680000000001,0.430332
255,GILD,2017-03-31,0.8528819999999999,0.5790930000000001,0.615718,0.41537299999999994
256,GILD,2016-12-31,0.853142,0.552596,0.618328,0.42459
257,GILD,2016-09-30,0.8494670000000001,0.586533,0.644572,0.444
258,GILD,2016-06-30,0.8888889999999999,0.583591,0.6647310000000001,0.44971700000000003
259,BKNG,2019-06-30,,0.323896,0.388755,0.254286
260,BKNG,2019-03-31,,0.195982,0.391359,0.26965100000000003
261,BKNG,2018-12-31,,0.355742,0.396979,0.201058
262,BKNG,2018-09-30,,0.463301,0.396621,0.364517
263,BKNG,2018-06-30,,0.345208,0.397215,0.27650600000000003
264,BKNG,2018-03-31,,0.24938,0.386205,0.207366
265,BKNG,2017-12-31,0.98573,0.35176599999999997,0.386446,-0.198002
266,BKNG,2017-09-30,0.987781,0.474016,0.383342,0.387997
267,BKNG,2017-06-30,0.977707,0.295336,0.296193,0.238121
268,BKNG,2017-03-31,0.9667680000000001,0.23,0.293451,0.18832
269,BKNG,2016-12-31,0.969311,0.336548,0.299306,0.286961
270,BKNG,2016-09-30,0.9725,0.225773,0.29572600000000004,0.13711099999999998
271,BKNG,2016-06-30,0.9506690000000001,0.286555,0.379297,0.227175
272,CHTR,2019-06-30,0.518111,0.13580699999999998,0.35708199999999995,0.027673000000000003
273,CHTR,2019-03-31,0.508478,0.127164,0.356744,0.022577
274,CHTR,2018-12-31,0.518476,0.128128,0.356121,0.026356
275,CHTR,2018-09-30,0.515975,0.126698,0.360702,0.045263
276,CHTR,2018-06-30,0.5227569999999999,0.125299,0.35845999999999995,0.025152
277,CHTR,2018-03-31,0.516937,0.097776,0.35544499999999996,0.015764
278,CHTR,2017-12-31,0.5279189999999999,0.11356300000000001,0.35338299999999995,0.901056
279,CHTR,2017-09-30,0.517594,0.08691900000000001,0.347021,0.00459
280,CHTR,2017-06-30,0.522738,0.101574,0.34418200000000004,0.013421
281,CHTR,2017-03-31,0.5176109999999999,0.09258200000000001,0.327893,0.01525
282,CHTR,2016-12-31,0.5231140000000001,0.10442799999999999,0.322829,0.044185
283,CHTR,2016-09-30,0.505131,0.090764,0.313701,0.01883
284,CHTR,2016-06-30,0.50138,0.027593,0.302205,0.497809
285,MDLZ,2019-06-30,0.40729099999999996,0.169086,0.183313,0.133124
286,MDLZ,2019-03-31,0.396604,0.15845800000000002,0.157326,0.13979799999999998
287,MDLZ,2018-12-31,0.376347,0.128451,0.158956,0.121512
288,MDLZ,2018-09-30,0.383906,0.11720699999999999,0.15678699999999998,0.189885
289,MDLZ,2018-06-30,0.415576,0.07869799999999999,0.17191800000000002,0.052029
290,MDLZ,2018-03-31,0.421138,0.18093099999999998,0.178458,0.154619
291,MDLZ,2017-12-31,0.38085,0.11915,0.16519899999999998,0.09977000000000001
292,MDLZ,2017-09-30,0.390352,0.17932599999999999,0.15373499999999998,0.15023
293,MDLZ,2017-06-30,0.386569,0.106248,0.13611800000000002,0.083194
294,MDLZ,2017-03-31,0.392579,0.12862500000000002,0.134765,0.098223
295,MDLZ,2016-12-31,0.382422,0.074889,0.130849,0.013737000000000001
296,MDLZ,2016-09-30,0.388993,0.10975599999999999,0.08866,0.08567899999999999
297,MDLZ,2016-06-30,0.39923800000000004,0.101238,0.350389,0.073627
298,ADP,2019-06-30,0.4225,0.17817999999999998,0.242212,0.135908
299,ADP,2019-03-31,0.4511100000000001,0.256069,0.240361,0.195899
300,ADP,2018-12-31,0.425625,0.213069,0.23393000000000003,0.159217
301,ADP,2018-09-30,0.416075,0.201252,0.225804,0.152082
302,ADP,2018-06-30,0.4142690000000001,0.16989300000000002,0.220196,0.042488
303,ADP,2018-03-31,0.43741899999999995,0.23447,0.209731,0.178842
304,ADP,2017-12-31,0.401569,0.17811800000000005,0.210459,0.20702199999999998
305,ADP,2017-09-30,0.39831700000000003,0.178831,0.213515,0.13408299999999998
306,ADP,2017-06-30,0.397285,0.12659900000000002,0.213509,0.08672700000000001
307,ADP,2017-03-31,0.43972100000000003,0.244752,0.21910700000000002,0.17236400000000002
308,ADP,2016-12-31,0.408228,0.19372,0.21893600000000002,0.17102399999999998
309,ADP,2016-09-30,0.402242,0.180191,0.214916,0.12640099999999999
310,ADP,2016-06-30,0.413947,0.148161,0.212465,0.097302
311,QCOM,2019-06-30,0.7805920000000001,0.5518419999999999,0.307181,0.223041
312,QCOM,2019-03-31,0.562625,0.188679,0.160677,0.133079
313,QCOM,2018-12-30,0.548121,0.146634,0.135715,0.22057
314,QCOM,2018-09-30,0.5088750000000001,-0.1127,0.09746,-0.08495599999999999
315,QCOM,2018-06-24,0.5533440000000001,0.161915,0.140476,0.21552800000000005
316,QCOM,2018-03-25,0.5710729999999999,0.076628,0.13505799999999998,0.063218
317,QCOM,2017-12-24,0.5587409999999999,-0.000663,0.14896800000000002,-0.991384
318,QCOM,2017-09-24,0.55072,0.05639300000000001,0.182764,0.028450000000000007
319,QCOM,2017-06-25,0.536772,0.143921,0.242977,0.161236
320,QCOM,2017-03-26,0.559809,0.145335,0.26958699999999997,0.149322
321,QCOM,2016-12-25,0.592765,0.129688,0.293633,0.113686
322,QCOM,2016-09-25,0.589424,0.291721,0.33641800000000005,0.258571
323,QCOM,2016-06-26,0.5807410000000001,0.263402,0.31762,0.238915
324,INTU,2019-04-30,0.891809,0.5452319999999999,0.317793,0.421149
325,INTU,2019-01-31,0.8135819999999999,0.155126,0.308663,0.125832
326,INTU,2018-10-31,0.761811,-0.009843000000000001,0.311591,0.033464999999999995
327,INTU,2018-07-31,0.7661939999999999,-0.081984,0.314197,0.049595
328,INTU,2018-04-30,0.8952610000000001,0.549794,0.333667,0.40728
329,INTU,2018-01-31,0.8185209999999999,0.14488399999999999,0.327415,0.136669
330,INTU,2017-10-31,0.7846150000000001,-0.038462,0.31399499999999997,-0.002198
331,INTU,2017-07-31,0.78266,-0.011876000000000001,0.31504699999999997,0.028504
332,INTU,2017-04-30,0.90673,0.56828,0.311653,0.3793780000000001
333,INTU,2017-01-31,0.800197,0.021654,0.294106,0.012795
334,INTU,2016-10-31,0.7647809999999999,-0.07840599999999999,0.304266,-0.03856
335,INTU,2016-07-31,0.7732100000000001,-0.074271,0.315296,-0.05305
336,CELG,2019-06-30,0.9656819999999999,0.47977299999999995,0.490767,0.3570450000000001
337,CELG,2019-03-31,0.965217,0.424845,0.468037,0.383851
338,CELG,2018-12-31,0.9581370000000001,0.44761000000000006,0.381258,0.265791
339,CELG,2018-09-30,0.9596610000000001,0.431655,0.35058100000000003,0.278006
340,CELG,2018-06-30,0.966964,0.389617,0.319643,0.273991
341,CELG,2018-03-31,0.961843,0.061617,0.31615,0.239118
342,CELG,2017-12-31,0.965834,0.34395600000000004,0.398216,-0.023256
343,CELG,2017-09-30,0.964101,0.330088,0.393144,0.300578
344,CELG,2017-06-30,0.966065,0.40079499999999996,0.347841,0.336594
345,CELG,2017-03-31,0.96185,0.37576,0.32161700000000004,0.314652
346,CELG,2016-12-31,0.962081,0.311745,0.3269360000000001,0.14395999999999998
347,CELG,2016-09-30,0.963893,0.137958,0.336466,0.057463
348,CELG,2016-06-30,0.959736,0.29906,0.323278,0.217188
349,ISRG,2019-06-30,0.6906909999999999,0.32669000000000004,0.34953,0.289653
350,ISRG,2019-03-31,0.687686,0.25901199999999996,0.34100400000000003,0.31477900000000003
351,ISRG,2018-12-31,0.70301,0.317248,0.355029,0.279503
352,ISRG,2018-09-30,0.69747,0.340211,0.367118,0.31762399999999996
353,ISRG,2018-06-30,0.6953699999999999,0.30506999999999995,0.367905,0.280765
354,ISRG,2018-03-31,0.700649,0.32649,0.377756,0.339351
355,ISRG,2017-12-31,0.710762,0.368834,0.37027600000000005,-0.035314
356,ISRG,2017-09-30,0.703268,0.34736300000000003,0.364257,0.36964600000000003
357,ISRG,2017-06-30,0.698603,0.342514,0.370753,0.293885
358,ISRG,2017-03-31,0.691289,0.284579,0.37677,0.266039
359,ISRG,2016-12-31,0.6965250000000001,0.34932,0.38356,0.26952000000000004
360,ISRG,2016-09-30,0.7131350000000001,0.375458,0.388453,0.30897600000000003
361,ISRG,2016-06-30,0.702731,0.366214,0.37699499999999997,0.275332
362,TMUS,2019-06-30,0.607432,0.14035899999999998,0.299754,0.08552699999999999
363,TMUS,2019-03-31,0.588267,0.133213,0.28715100000000005,0.08194900000000001
364,TMUS,2018-12-31,0.5482739999999999,0.099345,0.272339,0.05592
365,TMUS,2018-09-30,0.58963,0.132854,0.272499,0.07334600000000001
366,TMUS,2018-06-30,0.5930380000000001,0.13716799999999998,0.269759,0.073976
