,Ticker,Date,CR,QR,IntT,Wcap
125,ADBE,2017-09-01,1.6692,1.9821,0.0,915.86
126,ADBE,2017-06-02,1.618,1.9138,0.0,823.547
127,ADBE,2017-03-03,1.5733,1.8613,0.0,659.3560000000001
128,ADBE,2016-12-02,1.6934,1.9897,0.0,745.0089999999999
129,ADBE,2016-09-02,1.7745,2.0663,0.0,647.722
130,ADBE,2016-06-03,1.8102,2.0897,0.0,591.154
131,PYPL,2019-06-30,0.2819,0.2946,0.0,180.0
132,PYPL,2019-03-31,0.2741,0.2884,0.0,183.0
133,PYPL,2018-12-31,0.3516,0.3637,0.0,32.0
134,PYPL,2018-09-30,0.3599,0.3753,0.0,165.0
135,PYPL,2018-06-30,0.2001,0.2115,0.0,82.0
136,PYPL,2018-03-31,0.2452,0.2553,0.0,71.0
137,PYPL,2017-12-31,0.2491,0.2615,0.0,26.0
138,PYPL,2017-09-30,0.2377,0.2522,0.0,-673.0
139,PYPL,2017-06-30,0.2195,0.2289,0.0,5.0
140,PYPL,2017-03-31,0.2346,0.2449,0.0,14.0
141,PYPL,2016-12-31,0.2948,0.3074,0.0,22.0
142,PYPL,2016-09-30,0.3258,0.3378,0.0,13.0
143,PYPL,2016-06-30,0.3256,0.3366,0.0,-2.0
144,AVGO,2019-05-05,0.6266,1.0363,8.781,3759.0
145,AVGO,2019-02-03,0.61,1.0504,8.4541,4013.0
146,AVGO,2018-11-04,1.8358,3.2579,7.8685,3638.0
147,AVGO,2018-08-05,1.8912,3.2675,7.6063,3441.0
148,AVGO,2018-05-06,3.8545,5.1488,7.806,3148.0
149,AVGO,2018-02-04,3.5919,4.8401,7.3757,2934.0
150,AVGO,2017-10-29,4.4302,5.3982,6.4117,2790.0
151,AVGO,2017-07-30,2.4567,3.5464,6.3069,2690.0
152,AVGO,2017-04-30,2.1706,3.1808,5.995,2459.0
153,AVGO,2017-01-29,1.6664,2.5839,9.4283,2236.0
154,AVGO,2016-10-30,1.0062,1.7147,7.5884,2320.0
155,AVGO,2016-07-31,0.7188,1.5183,6.8152,2360.0
156,AMGN,2019-06-30,2.0484,2.4062,1.3464,5976.0
157,AMGN,2019-03-31,2.07,2.3668,1.4115,5696.0
158,AMGN,2018-12-31,2.1726,2.438,1.4205,5313.0
159,AMGN,2018-09-30,2.4068,2.6836,1.3674,5416.0
160,AMGN,2018-06-30,2.6234,2.9361,1.3337,5541.0
161,AMGN,2018-03-31,3.0701,3.4168,1.3797,5496.0
162,AMGN,2017-12-31,4.6206,4.9795,1.4587,4719.0
163,AMGN,2017-09-30,5.0471,5.4626,1.454,5452.0
164,AMGN,2017-06-30,5.0194,5.475,1.4609,5638.0
165,AMGN,2017-03-31,3.649,3.9576,1.5212,5217.0
166,AMGN,2016-12-31,3.3992,3.6817,1.6069,4993.0
167,AMGN,2016-09-30,3.6027,3.905,1.5986,5042.0
168,AMGN,2016-06-30,3.2349,3.5191,1.5934,4879.0
169,NVDA,2019-07-28,6.4351,7.6203,3.6792,2328.0
170,NVDA,2019-04-28,6.5951,7.645,3.8956,2300.0
171,NVDA,2019-01-27,5.5847,6.6561,3.8338,2488.0
172,NVDA,2018-10-28,4.7208,6.1007,4.0959,2734.0
173,NVDA,2018-07-29,5.433,6.5698,4.5902,1952.0
174,NVDA,2018-04-29,6.6004000000000005,7.7034,5.246,1394.0
175,NVDA,2018-01-28,6.1648,7.2619,4.8956,1465.0
176,NVDA,2017-10-29,6.1538,7.2902,4.7552,1513.0
177,NVDA,2017-07-30,5.6948,6.8702,4.9506,1637.0
178,NVDA,2017-04-30,6.3133,7.3062,5.07,1449.0
179,NVDA,2017-01-29,3.802,4.2639999999999985,4.698,1135.0
180,NVDA,2016-10-30,3.2685,3.6766,4.6866,989.0
181,NVDA,2016-07-31,2.027,2.2946,4.8586,742.0
182,COST,2019-05-12,0.3577,0.4323,11.8784,1677.0
183,COST,2019-02-17,0.3172,0.4061,11.6353,2640.0
184,COST,2018-11-25,0.3539,0.4338,10.7744,867.0
185,COST,2018-09-02,0.3643,0.4481,11.7996,1472.0
186,COST,2018-05-13,0.3629,0.445,11.9024,1514.0
187,COST,2018-02-18,0.3083,0.4141,11.6843,2611.0
188,COST,2017-11-26,0.3382,0.4147,10.5052,780.0
189,COST,2017-09-03,0.3303,0.4122,11.9004,1658.0
190,COST,2017-05-07,0.2676,0.3359,11.4487,1773.0
191,COST,2017-02-12,0.3163,0.401,11.3923,2363.0
192,COST,2016-11-20,0.3192,0.3974,9.8155,1216.0
193,COST,2016-08-28,0.3036,0.384,11.5121,2609.0
194,TXN,2019-06-30,1.5941,2.1304,2.5944000000000003,3086.0
195,TXN,2019-03-31,1.8925,2.5595,2.6414,3094.0
196,TXN,2018-12-31,1.7109999999999999,2.1989,2.6387,2946.0
197,TXN,2018-09-30,2.1465,2.8119,2.7371,3209.0
198,TXN,2018-06-30,3.4993,4.5573,2.7297,3149.0
199,TXN,2018-03-31,2.193,2.9747,2.8031,2998.0
200,TXN,2017-12-31,1.9792,2.5452,2.854,2769.0
201,TXN,2017-09-30,1.6759,2.4428,2.8601,3054.0
202,TXN,2017-06-30,1.5898,2.3724,2.7439,2966.0
203,TXN,2017-03-31,1.9032,2.7378,2.8465,2751.0
